SampleID,SampleTime,SiteDescription,Latitude,Longitude,Site,SITEID,PFBA,PFMPA,3:3 FTCA,PFPeA,PFMBA,4:2 FTS,NFDHA,PFHxA,PFBS,HFPO-DA,5:3 FTCA,PFEESA,PFHpA,PFPeS,ADONA,6:2 FTS,PFOA,PFHxS,7:3 FTCA,PFNA,PFHpS,8:2 FTS,N-MeFOSAA,PFDA,N-EtFOSAA,PFOS,PFUnDA,9Cl-PF3ONS,PFNS,PFDoDA,PFOSA,PFDS,PFTrDA,11Cl-PF3OUdS,PFTeDA,PFDoDS,N-MeFOSE,N-MeFOSA,N-EtFOSE,N-EtFOSA,CL,COND25,DO,PH,NH3_N,OP,OX_N,SCA,SK,SMG,SNA,SO4,WTEMP,TSS,TALK,Sum_PFAS,Sum_PFCAs,Sum_PFSAs,Sum_Precursors,SampleDate,PPT_7D,PPT_30D,PPT_90D,PPT_MAX1D_30D,WET_DAYS_30D,DRY_SPELL_30D,HEAVY_RAIN_DAYS_7D_10MM,HEAVY_RAIN_DAYS_7D_25MM,HEAVY_RAIN_DAYS_30D_10MM,HEAVY_RAIN_DAYS_30D_25MM,HEAVY_RAIN_DAYS_30D_P90,TMEAN_30D,TMEAN_90D,GDD_90D,HEAT_DAYS_30D,VPDMAX_MEAN_7D,VPDMAX_MEAN_30D,VPDMIN_MEAN_30D,VPDMAX_MAX_30D,HIGH_VPD_DAYS_30D,VPD_CONTRAST_7D_30D,ARIDITY_PROXY_30D,MONTH,GROWING_SEASON,PPT_DAY,TMEAN_DAY,TMAX_DAY,TMIN_DAY,VPDMAX_DAY,VPDMIN_DAY,VPDMEAN_DAY,Developed_1KM,Forest_1KM,Agriculture_1KM,Wetlands_1KM,Water_1KM,Barren_1KM,Shrubland_1KM,Grassland_1KM,Developed_2KM,Forest_2KM,Agriculture_2KM,Wetlands_2KM,Water_2KM,Barren_2KM,Shrubland_2KM,Grassland_2KM,Date
24-1751,9:45,Cub Run upstream of US 50,38.909257,-77.466674,PF05,S10,9.36,1.47,0.216666631,21.9,0.94,0.130209697,0.071203162,14.37,4.62,0.231080787,0.413050251,0.024699479,5.32,1.34,2.87,31.51,3.64,9.07,0.634169841,0.73,0.087546958,2.37,0.038181331,0.346143541,0.07407563,13.41,1.99,0.139602217,0.019183393,0.030001776,0.051089815,0.014047151,0.069274942,0.026175925,0.051173154,0.00580332,3.22,0.027074482,0.163768524,0.056217492,36.8,1210,7.27,7.656843792,0.04,0.01,0.16,150,2.74,53.1,43.3,442,24.2,5.4,176.6539837,131.0504395,60.21659341,28.75705844,42.07678764,6/17/2024,2.87,54.67,207,12.82,9,6,0,0,2,0,2,22.02333333,16.65,649.1,1,25.01714286,21.616,2.152666667,33.79,3,3.401142857,2.529145078,6,1,0,24.4,30.2,18.6,25.44,5.71,15.575,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,6/17/2024
24-1746,13:05,Bull Run at Rt 28,38.8030556,-77.4497222,ST45,S15,46.3,7.98,0.189026906,45.97,2.9,0.123645199,0.080825449,38.43,16.65,0.20797404,0.44022791,0.024126905,12.31,0.49,2.5,5.17,19.96,2.19,0.812131058,4.28,0.082070818,0.081592179,0.036474926,1.98,0.069697988,9.02,0.116373626,0.139316368,0.017386918,0.023515935,0.04869509,0.014086198,0.06433528,0.021067643,0.052613829,0.007349123,0.443269282,0.031039044,0.178807572,0.056486472,83.5,819,10.2,8.286417296,0.04,0.051845518,13.2,81.7,20,11.5,58.1,135,27.6,13,97.63605737,219.4921358,180.3668387,28.65540397,10.46989311,6/17/2024,0.85,78.98,241.52,13.62,8,10,0,0,4,0,4,21.92333333,16.64555556,648.9,1,25.05142857,21.557,1.437666667,34.01,3,3.494428571,3.663775108,6,1,0,24.4,30.6,18.1,26.48,4.02,15.25,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,6/17/2024
24-1745,11:23,Occoquan High Dam,38.6938889,-77.2772222,ST01,S37,22.06,2.72,0.24275133,0.307835049,1.32,0.12825179,2.53,14.6,9.03,0.224547522,0.432704043,0.027329631,5.5,0.080875478,3.32,5.94,13.71,2.2,0.654315325,2.48,0.084976628,0.073328131,0.039426741,1.37,0.067304475,6.96,0.119323084,0.149655948,0.016614979,0.026837073,0.043941785,0.014044943,0.065908408,0.023466361,0.058020096,0.006398773,3.17,0.027445715,0.156055448,0.051617349,39.4079834,358,10,7.747307323,1.191318068,0.150080708,3.398177036,40.18328893,7.356249919,8.944326292,29.83007662,69.31762429,26.8,19.8462288,75.75897117,100.0329761,64.33792371,18.59336274,17.10168965,6/18/2024,2.13,90.06,287.13,27.35,8,8,0,0,3,1,3,21.82333333,16.79666667,652.3,0,20.79714286,18.413,1.703666667,27.43,2,2.384142857,4.891109542,6,1,0,26.3,31.3,21.3,19.64,4.64,12.14,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,6/18/2024
24-1840,9:42,Bull Run Marina,38.7416667,-77.3883333,RE30,S27,41.57,6.71,0.193529881,0.317754269,2.62,0.123963372,0.067938201,33.69,15.67,0.20747074,0.513338673,0.025679924,10.56,0.28,2.61,5.27,15.88,2.62,0.757916566,3.11,0.092247628,0.069019363,0.035268837,2.44,0.067119341,9.55,1.61,0.131892537,0.018465387,0.029253335,0.047008376,0.012206843,0.06604296,0.018102333,0.061396838,0.005083113,3.38,0.031923323,0.172127281,0.060077513,75.8,619,11.9,8.276403675,0.03,0.04570737,8.54,67.7,15.9,10.9,51.4,106,28.7,9.6,82.6,160.6948266,118.6644474,28.42367776,13.60670147,6/20/2024,1.19,70.75,290.27,22.66,7,8,0,0,2,0,2,22.51666667,17.11888889,683.9,3,25.03285714,21.63033333,1.663333333,29.91,3,3.40252381,3.270869612,6,1,0,25.2,31.4,19,27.1,1.53,14.315,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,6/20/2024
24-1859,13:50,Occoquan River at Ravenwood Bridge,38.7175,-77.3941667,RE35,S31,11.46,1.92,0.252476772,0.322151359,0.99,0.132897756,0.073266968,7.67,6.49,0.238186879,0.477684737,0.025913588,2.84,0.07708513,4.97,4.41,6.8,2.2,0.723882054,1.93,0.080903643,0.085342214,0.036064309,1.34,0.065615435,6.75,0.121296315,0.137002326,0.017158727,0.021810501,0.046220138,0.014705035,0.069337411,0.029887558,0.051139131,0.004867659,3.37,0.027702489,4.03,0.050106599,32.9,256,12.4,8.369834031,0.02,0.075537694,0.12,25.9,3.48,7.35,20.4,22.8,32.4,7.2,65.8,70.35270473,35.53573472,15.82752367,18.98944635,6/20/2024,2.19,73.26,285.75,19.97,7,8,0,0,3,0,3,22.51666667,17.17333333,686.9,3,24.24285714,21.197,1.667333333,28.65,3,3.045857143,3.456149455,6,1,0,25.1,31.2,19,26.09,1.46,13.775,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,6/20/2024
24-2130,14:00,Vint Hill WWTP Influent,38.747077,-77.68635,FLOAT E1,S25,10.59,0.138045491,0.239211038,0.319328238,4.21,0.121639924,7.07,35.49,7.31,0.233742956,0.445695868,0.021172811,4.51,0.078830423,11.11,0.193027803,16.74,5.69,0.644651861,9.66,0.084978675,0.075519351,0.040922637,0.325931571,0.068742737,9.3,0.115704217,0.141572927,0.016950169,27.57,0.050396658,0.012539218,0.058335147,0.02294659,0.052833094,0.005206954,0.416910905,0.026511454,32.06,0.048561313,474,1550,1.58,7.6,46.4,5.07,0.02,101,13.9,15.6,320,108,21.5,273,352,185.30991,109.7801778,22.68419777,52.8455345,7/15/2024,41.78,60.23,188.48,20.03,5,12,2,0,3,0,3,26.42,21.47333333,1035.6,21,30.41571429,31.35866667,2.397,43.78,22,-0.942952381,1.920681151,7,1,0,29.9,36.7,23,43.17,2.95,23.06,55.58739255,22.57879656,12.3782235,3.266475645,5.702005731,0,0.114613181,0.372492837,48.52287394,19.64721067,22.30030116,5.313351499,3.341459917,0,0.143410297,0.731392514,7/15/2024
24-2131,13:30,Vint Hill WWTP Effluent,38.731975,-77.691684,FLOAT E2,S28,9.75,5.69,0.205179153,143.59,0.117357028,0.124349421,0.068947409,112.77,8.87,0.211533539,0.438796212,0.023453425,7.7,0.079201261,10.69,0.189465814,40.53,7.01,0.729317019,0.37776083,0.079601672,0.067976631,0.036290411,0.336277423,0.065050174,0.380495757,2.46,0.136447025,0.019265264,7.01,0.05172147,0.015009827,0.059046346,0.020813123,0.05459825,0.005077346,0.431210246,0.02623708,0.168595158,0.052568003,308,986,9.33,8.052122725,0.05,0.06,1.6,72.4,14.3,11.8,217,114,24,25.05676563,125,360.6416423,330.4450399,16.6393647,13.55723774,7/15/2024,37.32,54.56,180.82,21.06,5,12,2,0,3,0,3,26.24666667,21.34777778,1024.5,21,29.60285714,30.20633333,2.405,42.26,22,-0.60347619,1.806243724,7,1,0,29.9,36.5,23.2,42.63,3.59,23.11,42.86123033,28.26895565,18.19742489,9.985693848,0.486409156,0,0.17167382,0.028612303,42.12863487,34.62970921,13.62269016,7.48460106,1.690302249,0,0.136083656,0.3079788,7/15/2024
24-2122,7:10,UOSA Tributary,38.796984,-77.457145,PF01,S19,56.3,8.89,0.208247663,63.81,3.19,0.1199095,0.075462116,54.27,18.99,0.227417659,0.422684612,0.024637563,14.29,0.081481871,1.99,3.34,18.94,3.5,0.751923637,5.52,0.077398547,0.083642481,0.038758068,1.74,0.069297023,7.82,0.109120876,1.85,0.016540443,0.024181154,0.67,0.013506119,0.063415532,0.027291822,0.055415119,0.005363853,4.27,0.031366967,6.17,0.047564203,97.1,862,7.97,7.925014736,0.06,0.056015664,14.2,83.1,25,9.49,69,129,26.4,6.9,100.7689837,278.1246268,227.2021327,32.40622022,18.51627393,7/15/2024,53.54,72.32,222.14,24.93,5,12,2,0,3,0,3,26.85666667,21.82777778,1067.4,18,31.30285714,31.612,2.852,43.49,20,-0.309142857,2.287738833,7,1,0,30.3,36.8,23.7,43.39,3.39,23.39,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,7/15/2024
24-2123,7:05,Bull Run upstream of UOSA,38.797717,-77.45866,PF02,S17,14.69,1.23,0.203623737,27.39,0.91,0.128513965,0.063576329,17.78,7.91,0.223788615,0.447011233,0.024696978,7.68,0.078697592,2.03,18.49,10.35,3.97,0.676254917,5.96,0.079032449,0.07861403,0.039894625,2.14,0.060048045,11.17,0.119448287,1.8,0.017088057,1.08,0.046640734,0.012175454,0.058595116,0.020908686,1.05,0.004219519,4.44,0.031313774,0.170917248,0.056142564,53.5,498,6.47,7.513959547,0.06,0.04,0.29,49.9,2.81,11.2,33.9,68.7,25.6,9.5,93.42918693,142.711202,90.4380434,25.08681874,27.18633982,7/15/2024,53.54,72.32,222.14,24.93,5,12,2,0,3,0,3,26.85666667,21.82777778,1067.4,18,31.30285714,31.612,2.852,43.49,20,-0.309142857,2.287738833,7,1,0,30.3,36.8,23.7,43.39,3.39,23.39,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,7/15/2024
24-2124,12:30,South Run,38.7544227,-77.6752321,PF03,S23,14.94,1.28,0.199354757,17.75,0.88,0.121672497,1.36,11.38,5.69,0.217411538,0.417119779,0.024710795,4.92,0.078525531,1.92,2.18,7.35,1.2,0.730335628,2.57,0.08886127,0.072875375,0.037659628,1.37,0.071318957,7.25,0.113053573,0.134802624,0.018249031,0.026835019,0.49,0.013014692,0.065769787,0.02641936,0.054420947,0.00553174,0.441904004,0.029241951,0.167631727,0.051619057,39,182,4.51,7.218816065,0.05,0.03,0.24,30.9,2.16,8.12,27.4,29,25.6,3.9,78.9,85.73833927,62.70007933,14.53011504,8.508144899,7/15/2024,41.78,60.23,188.48,20.03,5,12,2,0,3,0,3,26.42,21.47333333,1035.6,21,30.41571429,31.35866667,2.397,43.78,22,-0.942952381,1.920681151,7,1,0,29.9,36.7,23,43.17,2.95,23.06,31.20526768,15.4881191,49.84254223,3.263670198,0.14314343,0,0.057257372,0,29.91109837,30.84313163,32.06194436,3.061370806,2.609693146,0,0.157728707,1.35503298,7/15/2024
24-2125,11:30,Broad Run at Bradley Forest,38.697913,-77.484825,PF04,S34,7.57,1.04,0.176514791,14.38,0.79,0.12772414,0.066953466,11.41,5.69,0.224857123,0.45742594,0.024518608,5.28,1.65,1.95,1.58,13.32,15.06,0.630102882,4.87,0.88,0.074294313,0.035543506,1.24,0.064192078,36.86,2.63,0.129231215,0.020575147,0.025757576,0.41,0.013728698,0.063438375,0.023724001,0.056081475,0.005410821,4.08,0.03093568,5.68,0.05367741,38.6,227,6.1,7.406853624,0.06,0.02,0.18,26.9,3.16,8.48,15.7,9.75,28.3,1.5,66.2,138.6746872,62.67527743,60.35718849,15.64222133,7/15/2024,56.56,74.61,232.88,27.31,4,13,2,1,3,1,3,26.53666667,21.60555556,1047.9,19,27.59857143,28.62866667,2.015666667,39.73,18,-1.030095238,2.606129055,7,1,0,29.7,36.2,23.3,38.32,1.21,19.765,27.85571142,53.965073,10.392213,7.300314916,0.085886058,0,0.343544231,0.057257372,26.77176639,52.81261197,9.602293085,9.494804729,0.680759584,0.028663561,0.537441777,0.071658904,7/15/2024
24-2126,8:25,Cub Run upstream of US 50,38.909257,-77.466674,PF05,S10,19.01,1.11,0.200953783,67.77,0.81,1.48,0.073453035,37.93,7.09,0.226854834,19.34,0.024441009,14.05,2.09,2.02,136.13,11.69,11.22,0.683717812,4.67,0.62,0.074121338,0.03865945,3.18,0.07536611,19.7,0.115893577,0.142473901,0.82,0.026033147,0.53,0.014179342,0.063723207,0.02660735,0.06133011,0.006765661,0.445742897,0.028678221,0.168078458,0.053371899,44.7,1040,6.61,7.62723214,0.05,0.02,0.18,128,4.07,40.6,45.8,334,26.9,8.7,164.9508227,363.8104451,160.48698,41.75446726,161.5689978,7/15/2024,30.13,60.8,184.49,17.14,7,11,2,0,4,0,4,26.75,21.78666667,1063.6,20,28.88714286,30.50166667,3.758333333,42.66,20,-1.61452381,1.993333698,7,1,0,30.1,36.3,23.8,42.46,4.07,23.265,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,7/15/2024
24-2127,9:30,Occoquan High Dam,38.6938889,-77.2772222,ST01,S37,14.43,2.35,0.203255497,18.92,1.16,0.126645103,0.066615471,15.62,8.06,0.217819137,0.453499768,0.02282484,5.97,0.07562657,1.88,2.11,7.93,2.22,0.71981629,2.87,0.083757714,0.074908019,0.037514523,1.24,0.067798175,8.14,0.115841229,1.61,0.019001909,0.025667041,0.46,0.014361652,0.056259512,0.021889475,0.062465307,0.007250784,4.11,0.032860179,5.52,0.77,47.1,258,13.3,8.447773627,0.02,0.01,0.91,36.2,6.49,8.22,30.8,40.5,31,3.2,76.7,107.8756782,70.75023309,20.27471294,16.85073216,7/15/2024,30.85,51.46,222.34,16.59,6,11,2,0,3,0,3,26.46666667,21.59111111,1045.5,17,26.54142857,26.18933333,3.324666667,36.64,16,0.352095238,1.964922106,7,1,0,30.1,36,24.2,40.12,4.36,22.24,22.75329136,39.23869491,0.028620492,0.515168861,15.82713223,17.48712078,1.917572982,2.232398397,45.4512894,35.20773639,0.128939828,0.32234957,7.191977077,8.832378223,1.053008596,1.812320917,7/15/2024
24-2128,8:58,Bull Run at Rt 28,38.8030556,-77.4497222,ST45,S15,45.2,6.06,0.236338827,57.93,2.06,0.118608024,1.44,44.46,17.39,0.226490536,0.513622585,0.025844669,12.97,0.54,2.12,9.14,18.73,3.67,0.79794128,6.56,0.088429694,0.082541382,0.038348119,2.34,0.070098093,13.01,0.124955967,0.136679971,0.019326181,1.23,0.48,0.016154907,0.062017219,0.024359468,0.056923254,0.006051987,0.446743679,0.029910598,0.161324386,0.050947499,79.2,722,6.4,7.618030458,0.09,0.03,8.96,66.1,16.1,10,54.6,105,27.6,9.7,87.32556152,248.6636583,197.7838964,34.92684688,15.95291501,7/15/2024,53.54,72.32,222.14,24.93,5,12,2,0,3,0,3,26.85666667,21.82777778,1067.4,18,31.30285714,31.612,2.852,43.49,20,-0.309142857,2.287738833,7,1,0,30.3,36.8,23.7,43.39,3.39,23.39,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,7/15/2024
24-2213,13:23,Bull Run Marina,38.7416667,-77.3883333,RE30,S27,31.62,4.86,0.251060887,42.16,1.89,0.136853084,1.41,32.89,13.31,0.229207134,0.42706865,0.026247999,10.09,0.53,1.87,6.48,15.25,3.62,0.696842663,5.37,0.083983734,0.081307562,1.47,2.64,0.063623172,10.54,0.115998978,0.140656974,0.019299181,0.024629406,0.66,0.016805875,0.061508399,0.025627786,0.048070986,0.005708054,4.29,0.027943438,0.174764878,0.053891672,73.4,613,9.23,8.042747645,0.01,0.06104085,6.56,58.9,14.1,9.71,50.7,90.3,30.1,11.6,76.1,193.6611005,147.0202078,28.3183296,18.32256314,7/18/2024,41.01,63.98,244.28,18.99,6,9,2,0,3,0,3,27.27333333,21.99888889,1082.8,21,31.21857143,30.78833333,2.987333333,41.8,21,0.430238095,2.078059871,7,1,4.64,29,36.2,21.9,38,0.86,19.43,8.366762178,76.07449857,1.06017192,3.266475645,10.0286533,0,0.372492837,0.830945559,13.78593448,68.70026525,5.778191985,3.333572299,7.548928239,0,0.415800416,0.437307334,7/18/2024
24-2220,14:04,Occoquan River at Ravenwood Bridge,38.7175,-77.3941667,RE35,S31,8.54,1.3,0.230179958,8.77,0.87,1.61,0.068246208,6.75,5.59,0.218293876,0.468415031,0.025017313,3.07,0.077696493,1.99,1.8,6.17,2.14,0.734207456,1.12,0.085525067,0.072613968,0.034278373,0.337120581,0.067993745,6.07,0.110199054,1.84,0.020227957,0.022634692,0.047735261,0.016988926,0.060790102,0.023569247,0.050319834,0.004058481,0.416995403,0.027193713,0.144899078,0.048311323,33,278,11.2,8.134522052,0.02,0.058967461,1.922186712,26.6,3.13,8.06,21.1,19.4,31.7,11.4,71.4,61.04351114,37.17106426,15.89308348,7.979363394,7/18/2024,36,54.32,227.96,17.52,5,13,2,0,3,0,3,27.25333333,22.01666667,1084.2,21,30.41571429,29.98666667,2.952333333,41.51,20,0.429047619,1.811471765,7,1,5.9,29,36,22,36.7,0.85,18.775,25.03580636,54.02463478,0.257805786,8.507590948,11.17158407,0,0.773417359,0.229160699,21.37842098,63.43315661,0.644791517,3.70396905,9.413956154,0.00716435,0.472847113,0.945694226,7/18/2024
24-2435,8:45,UOSA Tributary,38.796984,-77.457145,PF01,S19,58.81,7.68,0.231852171,63.28,2.62,0.126145428,0.070794703,41.22,20.4,1.85,0.456890178,0.022992839,10.31,1.04,2.46,5.97,21.88,3.17,0.729833823,4.53,0.07818439,0.073750056,1.45,1.62,0.074910077,11.91,1.73,0.155009176,0.020571899,0.027531295,1.16,0.01185348,0.061871803,0.025364395,1.45,0.006110618,9.79,0.031489543,10.08,0.051663784,89.55447084,860,8.06,8.042782099,0.07,0.056062644,21.3,82.1,23.6,8.75,64.6,141.4049783,24.7,5.8,73.79831646,286.6668197,215.2194031,36.8400868,34.60732976,8/19/2024,0.18,97.84,242.5,26.83,11,7,0,0,4,1,4,26.18666667,25.49666667,1394.7,10,25.85428571,26.72166667,1.435666667,45.02,12,-0.867380952,3.661448263,8,1,8.94,25.8,31.9,19.7,24.02,0.76,12.39,53.44431688,29.19058553,2.755453502,9.529276693,4.936854191,0,0.057405281,0.086107922,63.31182796,24.19354839,1.433691756,9.11827957,1.82078853,0,0.086021505,0.035842294,8/19/2024
24-2436,8:40,Bull Run upstream of UOSA,38.797717,-77.45866,PF02,S17,11.93,0.79,0.206203687,15.61,1.22,0.131548786,0.06806522,11.97,6.22,1.88,0.444649219,0.023240563,4.6,0.94,2.52,11.44,13.1,2.88,0.689605751,5.31,0.087012892,2.92,0.037979451,3.77,0.67,16.19,2.43,0.132876551,0.017904763,0.026179485,0.048492639,0.012536978,0.074480807,0.024280352,0.050903103,0.00860006,0.441980471,0.027994331,10.61,0.054795427,33.67499895,363,7.71,7.317100248,0.02,0.04,0.24,34,2.41,8.7,21.1,54.26857647,23.3,28.8,65.21168348,129.6093305,70.88156339,26.53645216,32.19131498,8/19/2024,0.18,97.84,242.5,26.83,11,7,0,0,4,1,4,26.18666667,25.49666667,1394.7,10,25.85428571,26.72166667,1.435666667,45.02,12,-0.867380952,3.661448263,8,1,8.94,25.8,31.9,19.7,24.02,0.76,12.39,48.61150873,31.5774406,2.776982537,11.30833095,5.553965073,0,0.057257372,0.114514744,62.57255464,24.81547832,1.59082766,9.10784665,1.820136152,0,0.057327123,0.035829452,8/19/2024
24-2439,9:45,Cub Run upstream of US 50,38.909257,-77.466674,PF05,S10,17.18,0.79,0.203372429,48.99,1.16,0.123969364,0.067675193,29.63,7.44,1.78,0.478848561,0.025510491,11.52,2.88,2.44,64.17,11.79,8.08,0.789239013,4.3,0.94,5.66,0.034615357,3.25,0.067712488,18.1,2.57,0.141683396,0.28,0.023732855,1.03,0.014347935,0.069124697,0.022514743,1.16,0.005840288,0.446493215,0.031558855,0.174928793,0.055608434,65.07719765,591,7.06,7.40289332,0.04,0.04,0.21,53.8,4.6,15.4,40.6,108.8065047,23.2,9.9,78.813377,247.9167761,132.4328576,37.92989685,77.5540217,8/19/2024,6.53,75.07,188.3,22.95,10,9,0,0,3,0,3,26.13,25.46555556,1391.9,10,25.20428571,26.22033333,2.063666667,43.09,14,-1.016047619,2.863045219,8,1,19.17,25.8,31.3,20.2,22.03,0.92,11.475,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,8/19/2024
24-2443,11:41,Bull Run at Rt 28,38.8030556,-77.4497222,ST45,S15,29.77,2.62,0.227521167,28.7,1.56,0.120888342,0.062911538,19.63,11.95,1.96,0.484022312,0.024779543,5.92,0.9,2.59,7.53,11.83,2.99,0.649192797,5.88,1.17,0.067070029,1.34,2.41,0.6,14.62,2.16,0.141899113,0.016195897,0.029984521,1.05,0.014530242,0.058617361,0.024498725,1.04,0.005580699,9.71,0.028666875,9.73,0.053447093,41.81991979,480,6.48,7.466072389,0.08,0.03,6.2,42.7,7.95,7.7,32.5,72.01724585,26.1,13.4,63.90827804,179.6698063,111.6086019,31.85748422,36.20372015,8/19/2024,0.18,97.84,242.5,26.83,11,7,0,0,4,1,4,26.18666667,25.49666667,1394.7,10,25.85428571,26.72166667,1.435666667,45.02,12,-0.867380952,3.661448263,8,1,8.94,25.8,31.9,19.7,24.02,0.76,12.39,42.10074413,40.98454493,3.14825415,7.126502576,6.410990269,0,0.085861477,0.143102461,59.5553962,30.46253137,1.039799211,6.905700968,1.821441377,0,0.179275726,0.035855145,8/19/2024
24-2440,11:45,Cedar Creek at Carriage Ford Rd,38.645881,-77.587022,FLOAT F1,S40,0.670461976,0.7,0.211176154,4.16,1.13,0.120334527,1.59,1.64,6.14,1.82,0.463115158,0.02718328,0.447737857,0.07943279,2.47,4.49,0.98,1.98,0.686447108,0.97,0.75,2.4,0.042441548,0.337173556,0.073033072,5.07,1.48,0.134917125,0.017743875,0.025192683,0.93,0.0139535,0.064360115,0.023764539,0.068434348,0.005047935,9.59,0.03209445,9.81,0.053127503,25.19481811,213,10.2,7.739999127,0.02,0.051916426,0,43.1,1.96,17.5,12.6,39.7551133,21.9,6.5,168.9,61.6971731,12.67336053,14.24204305,34.78176952,8/20/2024,5.96,111.54,285.54,38.18,13,5,0,0,3,1,4,25.84,25.23444444,1371.1,9,24.38857143,25.19266667,0.828,43.62,11,-0.804095238,4.427478896,8,1,2.46,22.7,28.9,16.5,18.4,2.84,10.62,6.038923869,9.101316543,78.39152833,6.210646823,0.028620492,0,0.171722954,0.057240985,4.098595586,21.38865004,57.34451132,16.17225566,0.408426483,0,0.551734021,0.035826884,8/20/2024
24-2437,10:00,South Run,38.7544227,-77.6752321,PF03,S23,2.43,0.7,0.230304238,10.69,0.117990122,0.12931179,0.065908923,10.43,6.92,1.82,0.421447642,0.024143058,3.05,2.6,2.48,0.184035457,9.9,17.87,0.691481392,5.1,1.06,0.084185104,0.036566013,0.324474197,0.067984549,25.5,1.91,0.145371424,0.017761863,0.022168407,0.91,0.016272923,0.064855773,0.021566442,0.056226936,0.007197266,0.437637187,0.029298792,0.166564775,0.48,25.13570866,226,6.46,7.276842582,0.08,0.01,0.06,30.2,2.7,9.97,19,59.71824711,22.4,11,54.7,107.2127543,44.79571543,54.18231298,8.234725862,8/20/2024,3.64,128.67,225.35,56.51,12,7,0,0,3,1,4,25.78,25.14888889,1363.4,10,24.54714286,26.053,1.348333333,43.84,11,-1.505857143,4.938778644,8,1,2.1,22.4,28.7,16.2,18.8,3.1,10.95,31.20526768,15.4881191,49.84254223,3.263670198,0.14314343,0,0.057257372,0,29.91109837,30.84313163,32.06194436,3.061370806,2.609693146,0,0.157728707,1.35503298,8/20/2024
24-2438,14:00,Broad Run at Bradley Forest,38.697913,-77.484825,PF04,S34,8.25,0.86,0.223855175,11.3,1.19,0.121402197,0.066455573,9.28,8.49,1.87,0.437238764,0.023224119,2.69,0.079216386,2.64,4.49,7.63,1.96,0.85867554,2.84,0.08683589,0.084321046,0.03837,0.319627697,0.069020345,7.35,1.94,0.145124995,0.018543217,0.02812041,0.98,0.01301934,0.064383588,0.025488818,0.053117422,0.005839842,9.65,0.03133662,9.8,0.059488176,34.92303227,163,3.75,7.03428379,0.05,0.02,0.13,39.2,2.31,10.5,26.5,43.22948901,18.3,6.4,107.9,96.06270516,46.44524912,18.19729261,31.42016344,8/20/2024,5.79,126.46,265.73,31.42,14,5,0,0,4,1,4,25.78333333,25.22333333,1370.1,9,22.32142857,22.93633333,0.643,40.45,10,-0.614904762,5.51352294,8,1,1.55,23,28.9,17,17.62,3.77,10.695,27.85571142,53.965073,10.392213,7.300314916,0.085886058,0,0.343544231,0.057257372,26.77176639,52.81261197,9.602293085,9.494804729,0.680759584,0.028663561,0.537441777,0.071658904,8/20/2024
