SampleDate,SITEID,SampleTime,SiteDescription,Latitude,Longitude,SampleID,Site,PFBA,PFMPA,3:3 FTCA,PFPeA,PFMBA,4:2 FTS,NFDHA,PFHxA,PFBS,HFPO-DA,5:3 FTCA,PFEESA,PFHpA,PFPeS,ADONA,6:2 FTS,PFOA,PFHxS,7:3 FTCA,PFNA,PFHpS,8:2 FTS,N-MeFOSAA,PFDA,N-EtFOSAA,PFOS,PFUnDA,9Cl-PF3ONS,PFNS,PFDoDA,PFOSA,PFDS,PFTrDA,11Cl-PF3OUdS,PFTeDA,PFDoDS,N-MeFOSE,N-MeFOSA,N-EtFOSE,N-EtFOSA,CL,COND25,DEPTH,DO,FIELD_NO3,PH,FLOW,NH3_N,OP,OX_N,SCA,SK,SMG,SNA,SO4,STAGE,WTEMP,TSS,TALK,DOC,ORP,PALK,SECCHI,TDN,TDS,TOC,TP,TSP,TN,TURB,PPT_7D,PPT_30D,PPT_90D,PPT_MAX1D_30D,WET_DAYS_30D,DRY_SPELL_30D,HEAVY_RAIN_DAYS_7D_10MM,HEAVY_RAIN_DAYS_7D_25MM,HEAVY_RAIN_DAYS_30D_10MM,HEAVY_RAIN_DAYS_30D_25MM,HEAVY_RAIN_DAYS_30D_P90,TMEAN_30D,TMEAN_90D,GDD_90D,HEAT_DAYS_30D,VPDMAX_MEAN_7D,VPDMAX_MEAN_30D,VPDMIN_MEAN_30D,VPDMAX_MAX_30D,HIGH_VPD_DAYS_30D,VPD_CONTRAST_7D_30D,ARIDITY_PROXY_30D,MONTH,GROWING_SEASON,PPT_DAY,TMEAN_DAY,TMAX_DAY,TMIN_DAY,VPDMAX_DAY,VPDMIN_DAY,VPDMEAN_DAY,Developed_1KM,Forest_1KM,Agriculture_1KM,Wetlands_1KM,Water_1KM,Barren_1KM,Shrubland_1KM,Grassland_1KM,Developed_2KM,Forest_2KM,Agriculture_2KM,Wetlands_2KM,Water_2KM,Barren_2KM,Shrubland_2KM,Grassland_2KM,Date
12/9/2024,S10,12:10,Cub Run above US50,38.909257,-77.466674,24-3689,PF05,15.48,-0.23,0,32.57,0.37,0,0,18.06,4.54,0,0,0,8.18,2.18,0,66.55,3.22,9.63,0,2,0.45,2.48,0,1.38,0,9.49,0,0,0,0,0,0,0,0,0,0,4.64,0,4.06,0,30.7,1080,,11.7,,,,0.01,<0.01,0.28,161,2.77,52.4,38.2,459,,5.6,1.6,,,,,,,,,,,,,0,45.67,129.57,15.36,6,10,0,0,1,0,2,6.406666667,13.44555556,446.1,0,5.325714286,8.546,1.189,20.55,0,-3.220285714,5.344020594,12,0,0,10.2,18.5,1.8,15.69,1.59,8.64,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,12/9/2024
1/17/2025,S10,10:00:00 AM,Cub Run above US50,38.909257,-77.466674,25-0020,PF05,29.85,0.22,0,0,1.21,0,0,72.37,10.17,0,0,0,28.14,4.81,0,316.63,16.94,32.17,-4.18,0,0,3.5,0,0,0,15.65,0,0,0,0,0,0,0,0,0,0,7.49,0,11.22,0.36,197,1690,,14.2,,6.8,,<0.01,<0.01,0.52,158,19.7,46.2,135,345,,0.8,1.9,,,,,,,,,,,,,2.12,45.26,144.37,9.55,8,8,0,0,0,0,1,1.103333333,6.361111111,121.9,0,4.527142857,4.891666667,0.875333333,12.1,0,-0.36452381,9.252470187,1,0,0.26,-3.4,1.8,-8.5,3.41,0.71,2.06,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,1/17/2025
2/18/2025,S10,10:20:00 AM,Cub Run above US50,38.909257,-77.466674,25-0127,PF05,32.5,0.99,0,86.39,0.08,0,0,49.87,7.26,0,0,0,23.81,5.88,0,230.93,20.24,49.62,0,5.9,0.58,4.86,0,2.55,0,43.78,0,0,0.24,0,0,0,0,0,0.13,0,2.03,0,3.47,0,190,1060,,14.8,,7.6,,<0.01,<0.01,0.86,72,8.2,18.7,113,113,,0.9,14.9,,,,,,,,,,,,,44.79,93.59,223.26,17.7,9,10,2,0,4,0,5,1.13,2.09,7.9,0,5.271428571,5.57,0.817,13.37,0,-0.298571429,16.80251346,2,0,0,-0.2,4.5,-4.9,5.79,2.52,4.155,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,2/18/2025
3/19/2025,S10,9:25:00 AM,Cub Run above US50,38.909257,-77.466674,25-0361,PF05,18.84,0.55,0,61.09,0.23,0,0,38.52,5.97,0,0,0,17.1,4.22,0,118.06,13.64,29.5,0,3.14,0.87,3.39,0,1.04,0,22.12,0,0,0,0,0,0,0,0,0,0,3.2,0,4.83,0,174,1460,,7.7,,7.6,,0.03,<0.01,0.17,143,6.7,44.3,110,347,,9.6,1.8,,,,,,,,,,,,,5.07,28.13,158.17,13.99,3,16,0,0,1,0,2,5.95,2.536666667,20.3,0,11.10571429,9.838333333,1.661666667,22.39,0,1.267380952,2.859224123,3,0,0,10.6,19.8,1.4,18.68,1.49,10.085,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,3/19/2025
4/21/2025,S10,8:40:00 AM,Cub Run above US50,38.909257,-77.466674,25-0939,PF05,22.74,0.04,0,60.25,-0.03,0,0,37.99,7.25,0,0,0,17.73,3.64,0,126.04,12.58,29.46,0,3.51,0,3.08,0,2.33,0,26,0,0,0,0,0,0,0,0,-0.34,0,0,0,0,0,90.6,1280,,4.98,,7.3,,<0.01,<0.01,0.17,136,5.12,41.9,63.8,376,,14.7,3.5,,,,,,,,,,,,,4.26,56.28,166.6,17.1,8,10,0,0,2,0,2,12.41,6.816666667,129.1,0,17.68714286,13.30366667,1.991666667,26.99,0,4.38347619,4.230412668,4,1,0,18.4,23.6,13.2,16.69,5.24,10.965,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,4/21/2025
5/19/2025,S10,8:50:00 AM,Cub Run above US50,38.909257,-77.466674,25-1387,PF05 ,7.12,0.43,0,0,0,0,0,4.08,4.07,0,0,0,2.1,0,0.81,1.54,3.51,1.64,0,1.46,0,0,0,0.86,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,60.9,1030,,5.04,,7.3,,0.07,<0.01,0.68,103,5.61,31.6,55.5,261,,18.1,6.4,,,,,,,,,,,,,52.38,112.7,193.27,35.32,11,7,2,1,5,1,6,19.42666667,12.47222222,390.2,0,17.54,18.30066667,1.712666667,30.7,1,-0.760666667,6.158245601,5,1,0,19.1,25.2,13,18.89,2.84,10.865,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,5/19/2025
6/16/2025,S10,8:20:50 AM,Cub Run above US50,38.909257,-77.466674,25-1761,PF05,15.74,0.69,0,0,0,0,0,7.6,7.72,0,0,0,3.21,0,1.35,1.51,0,1.22,0,1.99,0,0,0,0,0,4.72,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,12,126,,6.76,,6.4,,0.05,0.03,0.16,7.63,1.86,2.09,12.6,<5.00,,18.1,19,,,,,,,,,,,,,71.5,150.52,324.19,35.26,12,6,3,1,6,1,7,19.74666667,16.68777778,636.8,1,20.42571429,17.878,1.357,30.7,2,2.547714286,8.419286274,6,1,34.79,18.1,19.5,16.7,1.76,0.37,1.065,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,6/16/2025
7/16/2025,S10,6:45:00 AM,Cub Run above US50,38.909257,-77.466674,25-2055,PF05,17.26,0.14,0,41.12,0.03,0,0,23.41,5.48,0,0,0,9.36,1.9,0,96.93,9.78,13.66,0,2.77,0.37,2.64,0,1.37,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1,1090,,5.78,,7.4,,0.04,0.02,0.34,118,3.9,37.7,51.5,321,,23.6,12.4,,,,,,,,,,,,,41.11,136.32,399,34.79,14,5,2,0,5,1,7,26.27,21.49,1035.3,17,21.86857143,22.68466667,1.104333333,37.55,10,-0.816095238,6.00934552,7,1,0,27.6,32.5,22.6,21.78,0.81,11.295,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,7/16/2025
8/12/2025,S10,10:45:07AM,Cub Run above US50,38.909257,-77.466674,25-2379,PF05,6.62,0.04,0,6.26,0,0,0,4.06,2.11,0,0,0,2.28,0.87,0,3.27,2.46,5.33,0,0.92,0.11,0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,1380,,7.34,,7.8,,0.03,<0.01,0.35,181,2.4,61.4,39.7,584,,23.6,11,,,,,,,,,,,,,0,60.97,368.29,14.28,8,9,0,0,3,0,3,25.68333333,23.65666667,1229.1,12,22.00857143,22.85566667,1.013,32.36,5,-0.847095238,2.667609783,8,1,0,25.3,30.3,20.4,19.45,0.46,9.955,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,8/12/2025
9/8/2025,S10,8:00:00 AM,Cub Run above US50,38.909257,-77.466674,25-2705,PF05,4.8,,,5.39,,,,3.33,2.13,,,,1.38,0.77,,,2.4,5.63,,,,,,,,2.99,0.6,,,,,,,,,,,,,,27.5,1420,,8.42,,7.6,,0.03,0.01,0.03,186,2.1,65.2,38.1,600,,18,20.3,,,,,,,,,,,,,3.18,27.44,256.88,12.9,4,19,0,0,1,0,1,22.46666667,24.79,1331.1,3,24.99285714,21.606,1.194666667,32.11,4,3.386857143,1.270017588,9,1,0,16.9,25,8.9,22.08,1.58,11.83,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,9/8/2025
10/6/2025,S10,8:20,Cub Run above US50,38.909257,-77.466674,25-2992,PF05,7.14,0,0,10.33,0.03,0,0.17,6.11,3.53,0,0,0,3.02,0.72,0.05,6.77,4.7,4.66,0,0.96,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,1400,,7.24,,7.6,,0.02,0.01,0.18,176,2.45,60.8,39.9,553,,17.3,9.1,,,,,,,,,,,,,0,37.91,146.35,24.81,6,10,0,0,1,0,1,20.33666667,23.08444444,1177.6,1,17.31285714,18.55666667,1.187333333,32.11,5,-1.243809524,2.042931561,10,1,0,19,27.1,11,21.66,0.26,10.96,73.93174649,14.85517637,0.68827072,9.664468024,0.143389733,0,0.716948666,0,69.40619621,23.88841079,0.839070568,4.410499139,0.157773953,0.860585198,0.437464142,0,10/6/2025
8/21/2024,S11,10:50,Rocky Run at Stringfellow Rd,38.868256,-77.40711,24-2454,FLOAT G1,2.01,0.76,0,11.55,0,0,0,9.35,7.12,1.88,0,1.22,4.38,0,2.58,0,10.06,1.88,2.04,10.52,0,0,0,1.74,0.57,8.91,2.98,0,0,0.44,0.95,0,0.58,0,0,0,9.8,0,0,0,,285,,8.08,,,,0.03,0.02,0.28,17.1,1.67,6.14,24.9,,,19.1,<1.0,,,,,,,,,,,,,23.25,101.54,235.87,24.62,12,7,1,0,4,0,4,25.98,25.40777778,1386.7,10,24.55285714,26.631,1.768666667,43,14,-2.078142857,3.812849686,8,1,0.13,17,23.3,10.7,17.14,2.11,9.625,91.10473458,4.992826399,0,3.902439024,0,0,0,0,89.72043011,8.996415771,0,1.283154122,0,0,0,0,8/21/2024
12/9/2024,S12,13:15,Big Rocky Run behind Whole Foods,38.857889,-77.374888,24-3693,FLOAT G2,110.56,0.33,0,202.66,0.44,0,0,110.23,8.51,0,11.38,0,69.7,3.34,0.87,121.59,72.1,11.71,-6.95,479.84,0,30.33,0,8.61,0,14.06,21.22,0,0,0,0,0,1.17,0,0,0,5.54,0,4,0,99.8,411,,8.93,,6.4,,0.48,<0.01,0.53,22.8,3.69,8.85,42.7,10.3,,8.6,7.2,,,,,,,,,,,,,0,51.02,138.89,18.08,7,9,0,0,2,0,2,5.996666667,13.24777778,438.9,0,5.084285714,7.452666667,1.046333333,17.93,0,-2.368380952,6.845871724,12,0,0,10.5,18.6,2.4,15.95,1.85,8.9,99.79931193,0.086009174,0,0,0.114678899,0,0,0,93.52017777,5.798867465,0,0.566267651,0.114687119,0,0,0,12/9/2024
2/18/2025,S12,1:45:00 PM,Big Rocky Run behind Whole Foods,38.857889,-77.374888,25-0130,FLOATG2,60.14,1.05,0,189.81,0.11,-0.63,0,117.62,6.72,0,0,0,64.15,3.02,0,130.86,74.25,16.53,0,525.55,0.33,8.43,0,5.36,0,8.95,10.46,0,0.23,0,0,0,0,0,0.28,0,2.05,0,0,0.35,522,1780,,12.1,,6.7,,0.18,<0.01,0.89,40,3.46,13.4,286,7.24,,3.1,4,,,,,,,,,,,,,48.03,99.94,243.84,17.51,10,10,3,0,5,0,5,1.263333333,2.118888889,7.8,0,4.788571429,5.303333333,0.84,12.32,0,-0.514761905,18.84475173,2,0,0,-0.3,4.3,-4.9,5.63,2.47,4.05,99.79931193,0.086009174,0,0,0.114678899,0,0,0,93.52017777,5.798867465,0,0.566267651,0.114687119,0,0,0,2/18/2025
4/21/2025,S12,10:50:58 AM,Big Rocky Run at I-66,38.857889,-77.374888,25-0942,FLOATG2,79.29,0.01,0,299.91,-0.02,0.61,0,181.89,10.17,0,0,0,104.15,3.82,0,173.92,114.41,27.36,-2.71,892.84,0,12.03,0,7.6,0,17.31,17.09,0,0,0,0,0,0.57,0,0,0,0,0,0,0,283,1050,,8.65,,6.5,,0.19,<0.01,0.8,33,3.35,15.3,126,<5.00,,13.4,3.1,,,,,,,,,,,,,3.92,69.8,189.99,24.37,7,10,0,0,2,0,3,12.41333333,6.838888889,130.3,0,16.91714286,12.979,1.977,27.17,1,3.938142857,5.377918176,4,1,0,18.5,23.5,13.5,16.5,5.22,10.86,99.79931193,0.086009174,0,0,0.114678899,0,0,0,93.52017777,5.798867465,0,0.566267651,0.114687119,0,0,0,4/21/2025
10/21/2024,S13,10:30,Fairfax Landfill,38.848272,-77.386937,24-3367,FLOATI1,69.84,1.83,0,75.22,2.07,0,0,48.22,5.78,0,26.85,0,19.07,2.54,4.66,7.71,21.88,7.21,0,16.61,1.11,0,0,2.18,0,8.83,0,0,0,0,0,0,0,3.72,0,0,9.47,0.65,8.9,0,520,1880,,7.18,,,,4.43,<0.01,0.15,128,18.1,61.3,126,14.6,,11.5,9.4,,,,,,,,,,,,,0,62.94,239.5,16.04,9,18,0,0,2,0,2,16.84666667,21.10111111,1003.7,0,13.93428571,11.36433333,0.504666667,23.02,0,2.569952381,5.538380313,10,1,0,13.6,23.8,3.4,21.47,0.34,10.905,87.97939325,11.99198626,0,0,0.028620492,0,0,0,86.93751791,12.5609057,0.042992261,0.329607337,0.078819146,0,0,0.050157638,10/21/2024
12/9/2024,S13,11:10,Little Rocky Run Fairfax Landfill,38.848272,-77.386937,24-3799,FLOATI1,51.82,0.02,0,37.57,0.87,0,0,27.11,5.06,0,0,0,10.42,0,0,5.17,9.38,4.31,-14.61,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,9.34,0,9.54,0,,672,,6.27,,,,0.04,0.02,0.03,35.1,7.07,12.9,72.9,,,7.4,23.7,,,,,,,,,,,,,0,50.24,132.35,17.5,7,9,0,0,2,0,2,5.803333333,13.02,426.5,0,5.064285714,7.272666667,0.938,17.81,0,-2.208380952,6.908057567,12,0,0,10.3,18.4,2.1,15.6,1.69,8.645,87.97939325,11.99198626,0,0,0.028620492,0,0,0,86.93751791,12.5609057,0.042992261,0.329607337,0.078819146,0,0,0.050157638,12/9/2024
5/19/2025,S14,1:22:00 PM,Trapp Branch,38.81986,-77.73179,25-1391,FLOATM1,0,0.39,0,0,0,0,0,0.96,1.2,0,0,0,0.73,0,0,0,0,1.56,0,0.71,0,0,0,0,0,2.24,0,0,0.55,0,0,0,0,0,0.47,0,0,0,0,0,9.69,114,,8.45,,7.4,,0.06,0.02,1.45,13.8,2.1,5.67,4.82,7,,22.1,21.5,,,,,,,,,,,,,71.5,156.14,231.33,36.68,11,7,3,1,6,2,7,18.73666667,11.81333333,354.5,0,13.24714286,15.185,1.374333333,23.28,0,-1.937857143,10.28251564,5,1,0,18.5,23.7,13.2,14.18,2.45,8.315,8.106559725,27.75708966,63.16241765,0.515611573,0.286450874,0,0,0.171870524,8.081170228,45.12404991,44.98781012,1.61336584,0.136239782,0,0.007170515,0.050193604,5/19/2025
